,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
7387,466,Product Launch,Finance,Testing,19,1235,Alice Smith,Completed,2023-01-29,2023-01-29 19:00:00,1.2552828054378662
7388,308,Customer Onboarding,Finance,Collect Documents,5,90,Charlie Smith,In Progress,2023-06-22,,6.690062236042391
7389,824,Software Development,Sales,Conduct Interviews,15,780,Alex Black,Completed,2023-09-29,2023-09-29 15:00:00,4.216563831536895
7390,189,Software Development,Marketing,Initial Contact,7,196,John Brown,In Progress,2023-06-08,,8.208589222809792
7391,819,Customer Onboarding,Marketing,Receive Invoice,10,870,Charlie Green,In Progress,2023-03-03,,3.950207317777774
7392,658,Employee Recruitment,Finance,Approve Invoice,4,72,Bob White,Pending,2023-09-29,,7.7893344106919615
7393,721,Software Development,Finance,Conduct Interviews,16,544,Alex Brown,In Progress,2023-03-01,,8.739935612429093
7394,641,Customer Onboarding,Finance,Screen Candidates,15,375,John Brown,Pending,2023-07-19,,6.626011800820676
7395,192,Customer Onboarding,Marketing,Initial Contact,14,154,Charlie Green,Pending,2023-12-08,,1.1365231888743963
7396,865,Customer Onboarding,HR,Job Posting,18,1026,Charlie Green,Completed,2023-02-18,2023-02-18 18:00:00,1.721743043181977
7397,990,Invoice Processing,HR,Initial Contact,3,105,John White,Pending,2023-02-11,,9.883658755831966
7398,193,Software Development,Finance,Review Documents,14,154,Charlie Green,In Progress,2023-06-10,,8.667407293412925
7399,3,Invoice Processing,Sales,Testing,12,696,Bob Doe,Completed,2023-07-06,2023-07-06 12:00:00,3.809259338933253
7400,318,Employee Recruitment,Marketing,Approve Invoice,5,270,Alex Brown,Completed,2023-03-19,2023-03-19 05:00:00,4.754277631494231
7401,626,Software Development,HR,Conduct Interviews,20,540,Bob Doe,Completed,2023-11-05,2023-11-05 20:00:00,2.297736247064023
7402,39,Invoice Processing,IT,Review Documents,5,70,Charlie White,In Progress,2023-03-01,,3.116575574950972
7403,182,Software Development,IT,Requirements Gathering,8,248,John White,Pending,2023-06-15,,9.15496855273368
7404,199,Product Launch,Sales,Testing,13,520,Alice White,Pending,2023-11-04,,8.504220409987306
7405,479,Software Development,Marketing,Product Design,12,1056,Charlie Smith,Completed,2023-01-22,2023-01-22 12:00:00,0.868222916814354
7406,827,Customer Onboarding,IT,Conduct Interviews,14,980,Alex Green,Completed,2023-04-05,2023-04-05 14:00:00,8.801718055123363
7407,157,Employee Recruitment,HR,Verify Invoice,13,468,Charlie White,Completed,2023-06-18,2023-06-18 13:00:00,3.234188675670102
7408,761,Customer Onboarding,IT,Review Documents,16,1088,Jane Green,Pending,2023-12-07,,9.621764935877655
7409,657,Software Development,Sales,Review Documents,15,570,Alex Green,Completed,2023-12-15,2023-12-15 15:00:00,5.596080439391629
7410,979,Product Launch,Sales,Collect Documents,13,481,Alex Doe,Pending,2023-12-03,,9.624567409476594
7411,651,Software Development,HR,Collect Documents,6,444,Alex Smith,In Progress,2023-12-27,,5.371587626480539
7412,126,Customer Onboarding,Marketing,Testing,17,918,Alex Brown,Pending,2023-07-13,,4.337057271373092
7413,848,Product Launch,IT,Verify Invoice,13,494,Jane White,Pending,2023-03-31,,4.200258209731233
7414,158,Product Launch,Finance,Receive Invoice,19,1007,Bob Black,In Progress,2023-08-26,,4.380813333072057
7415,966,Customer Onboarding,IT,Product Design,14,392,John Black,In Progress,2023-01-14,,9.89375699991413
7416,746,Software Development,IT,Collect Documents,9,702,Bob Green,In Progress,2023-02-08,,8.474509452208581
7417,891,Product Launch,IT,Coding,9,594,Jane Smith,In Progress,2023-09-24,,8.558832695300339
7418,727,Invoice Processing,IT,Coding,6,384,Alex Black,Completed,2023-09-14,2023-09-14 06:00:00,4.152361026203623
7419,631,Product Launch,IT,Initial Contact,10,970,Charlie White,Pending,2023-10-20,,6.835145097839596
7420,349,Customer Onboarding,IT,Coding,14,1148,Bob Smith,Pending,2023-07-19,,2.9922381372482167
7421,537,Customer Onboarding,Finance,Initial Contact,11,715,Alex Black,In Progress,2023-02-17,,0.1204269548956749
7422,3,Software Development,HR,Initial Contact,10,800,Alice Brown,In Progress,2023-12-02,,7.298875490118181
7423,365,Software Development,Sales,Product Design,6,396,Jane Smith,Pending,2023-12-05,,8.017919035079794
7424,168,Software Development,Finance,Screen Candidates,13,351,Bob Green,In Progress,2023-02-01,,3.54896263969163
7425,142,Software Development,Marketing,Conduct Interviews,9,297,Charlie Brown,Pending,2023-01-13,,7.479050134210788
7426,831,Software Development,IT,Coding,1,13,Alex Smith,In Progress,2023-02-12,,7.019060724068115
7427,184,Software Development,IT,Product Design,17,170,Alice Smith,In Progress,2023-01-04,,3.8736459998637054
7428,44,Software Development,Sales,Testing,5,280,John Smith,Completed,2023-01-21,2023-01-21 05:00:00,6.91295298529428
7429,306,Software Development,HR,Requirements Gathering,10,370,Alice White,In Progress,2023-12-10,,7.7785156118773315
7430,206,Employee Recruitment,Finance,Receive Invoice,20,1720,Alice Brown,Completed,2023-05-21,2023-05-21 20:00:00,4.652230724021621
7431,326,Product Launch,Sales,Initial Contact,10,260,Bob White,In Progress,2023-03-23,,7.037406451940882
7432,841,Employee Recruitment,Marketing,Collect Documents,17,340,Alex Smith,Pending,2023-07-10,,1.0133722247295671
7433,417,Product Launch,Finance,Collect Documents,19,1197,John Doe,Pending,2023-08-18,,2.2976278669690986
7434,734,Customer Onboarding,Marketing,Testing,9,144,Jane Brown,Completed,2023-04-16,2023-04-16 09:00:00,3.908922219440125
7435,259,Employee Recruitment,IT,Requirements Gathering,8,352,Alice Doe,Pending,2023-12-09,,9.633611807993375
7436,693,Customer Onboarding,IT,Screen Candidates,9,207,John White,In Progress,2023-12-04,,2.021388792080736
7437,318,Software Development,Finance,Market Research,12,672,Jane Green,In Progress,2023-12-06,,4.76851594667179
7438,955,Invoice Processing,HR,Conduct Interviews,11,495,Alex Black,Completed,2023-02-11,2023-02-11 11:00:00,5.0234680739432624
7439,147,Software Development,Finance,Product Design,20,600,Alex Black,In Progress,2023-09-16,,5.38447500720204
7440,309,Employee Recruitment,IT,Verify Invoice,7,553,Jane Smith,In Progress,2023-07-10,,5.521108894866964
7441,212,Customer Onboarding,HR,Receive Invoice,4,264,Charlie Brown,In Progress,2023-03-03,,9.37777734137991
7442,42,Software Development,Finance,Requirements Gathering,4,172,Charlie Doe,Pending,2023-12-16,,0.4682716212514326
7443,486,Employee Recruitment,Finance,Verify Invoice,18,882,Alice White,In Progress,2023-09-23,,8.085116179912768
7444,50,Product Launch,IT,Screen Candidates,19,646,Jane White,Pending,2023-06-26,,0.2444661670410031
7445,559,Software Development,Finance,Conduct Interviews,15,810,Charlie Smith,Pending,2023-12-22,,5.255344577479439
7446,813,Software Development,HR,Market Research,17,612,Charlie Brown,Pending,2023-01-24,,4.288485389595332
7447,923,Customer Onboarding,Marketing,Requirements Gathering,1,14,Bob Doe,In Progress,2023-07-29,,9.54622046837518
7448,806,Product Launch,IT,Review Documents,11,660,John Black,Completed,2023-10-10,2023-10-10 11:00:00,3.894600543624543
7449,830,Customer Onboarding,IT,Job Posting,11,495,Bob Smith,Completed,2023-12-20,2023-12-20 11:00:00,2.67412129851058
7450,687,Employee Recruitment,Sales,Receive Invoice,16,800,Alice White,Pending,2023-10-15,,8.59194545032874
7451,393,Employee Recruitment,IT,Review Documents,16,896,Jane Brown,Pending,2023-10-12,,6.602918804303243
7452,432,Employee Recruitment,HR,Verify Invoice,7,133,John Green,In Progress,2023-09-27,,4.494472755313735
7453,811,Software Development,Marketing,Product Design,14,1358,Alex White,Completed,2023-04-03,2023-04-03 14:00:00,9.038784712142816
7454,110,Software Development,Sales,Job Posting,8,264,Alex Doe,In Progress,2023-02-10,,0.4061595767382564
7455,614,Employee Recruitment,Marketing,Verify Invoice,13,650,John Green,In Progress,2023-08-09,,7.738321653603597
7456,840,Invoice Processing,IT,Collect Documents,8,88,Jane Smith,In Progress,2023-11-18,,5.209810058362496
7457,542,Invoice Processing,IT,Initial Contact,4,228,Alex Smith,In Progress,2023-07-08,,8.258999668320484
7458,628,Employee Recruitment,Marketing,Job Posting,4,144,Alex Smith,Pending,2023-12-28,,2.5527669329924363
7459,785,Software Development,HR,Screen Candidates,18,234,Alice Smith,In Progress,2023-03-20,,4.291347503775298
7460,648,Software Development,IT,Initial Contact,1,92,Charlie Brown,Completed,2023-08-01,2023-08-01 01:00:00,7.996126262349142
7461,800,Customer Onboarding,Sales,Market Research,20,920,Charlie Brown,In Progress,2023-09-13,,9.916897824414688
7462,691,Software Development,Finance,Receive Invoice,14,588,Alice Brown,Completed,2023-11-11,2023-11-11 14:00:00,9.247391733980564
7463,589,Employee Recruitment,HR,Verify Invoice,12,168,Bob Black,Completed,2023-09-26,2023-09-26 12:00:00,9.00341243963854
7464,474,Product Launch,HR,Approve Invoice,4,320,Charlie Brown,In Progress,2023-07-02,,8.016544332823576
7465,899,Invoice Processing,IT,Approve Invoice,4,280,John Brown,Pending,2023-09-01,,5.190259521176337
7466,282,Customer Onboarding,Sales,Receive Invoice,20,360,John Doe,Completed,2023-11-11,2023-11-11 20:00:00,0.8789911620781288
7467,681,Customer Onboarding,IT,Market Research,11,484,Jane Brown,Pending,2023-05-21,,8.11364118819599
7468,994,Product Launch,IT,Market Research,17,1581,Alice Smith,Completed,2023-03-26,2023-03-26 17:00:00,4.806644922896678
7469,648,Software Development,IT,Testing,14,770,Alice Green,Pending,2023-12-06,,9.084326696258794
7470,621,Product Launch,Marketing,Product Design,4,64,Alex Black,Completed,2023-09-08,2023-09-08 04:00:00,7.721190979841514
7471,558,Employee Recruitment,Sales,Product Design,1,100,Alex Smith,Completed,2023-01-28,2023-01-28 01:00:00,8.227879851332373
7472,995,Employee Recruitment,Finance,Market Research,2,38,Charlie Brown,In Progress,2023-01-03,,6.4223820146339445
7473,295,Product Launch,HR,Coding,10,600,Charlie White,Pending,2023-09-21,,0.5156850216465303
7474,780,Customer Onboarding,HR,Product Design,20,940,John Black,Pending,2023-09-13,,2.8351827019786917
7475,476,Software Development,HR,Review Documents,15,1215,Charlie Green,Completed,2023-10-31,2023-10-31 15:00:00,3.14114081452232
7476,24,Invoice Processing,Marketing,Requirements Gathering,6,162,Bob White,In Progress,2023-10-04,,1.6956219589217358
7477,180,Customer Onboarding,HR,Verify Invoice,7,560,Bob Smith,Completed,2023-02-20,2023-02-20 07:00:00,2.496418610893337
7478,352,Product Launch,Marketing,Market Research,1,88,John Doe,Pending,2023-06-08,,0.0452645682917762
7479,829,Employee Recruitment,IT,Conduct Interviews,11,308,Jane Brown,Completed,2023-03-11,2023-03-11 11:00:00,4.662666612794365
7480,317,Customer Onboarding,Finance,Market Research,5,165,Charlie Smith,Completed,2023-12-29,2023-12-29 05:00:00,3.643071851441546
7481,508,Software Development,IT,Testing,20,1700,Alex Black,In Progress,2023-09-18,,8.64279880093801
7482,545,Employee Recruitment,IT,Launch Campaign,16,336,Alex White,Completed,2023-07-21,2023-07-21 16:00:00,5.467333705372405
7483,26,Employee Recruitment,Marketing,Approve Invoice,6,318,Alex Green,Pending,2023-07-15,,3.394136468054878
7484,966,Customer Onboarding,HR,Initial Contact,13,325,Bob Black,In Progress,2023-09-01,,8.756227701575737
7485,82,Product Launch,HR,Testing,3,228,John Brown,Pending,2023-03-29,,1.75910535030134
7486,879,Product Launch,IT,Screen Candidates,20,380,Jane Smith,In Progress,2023-02-22,,1.0436581826051805
7487,578,Product Launch,IT,Review Documents,14,1386,Jane Smith,Completed,2023-12-08,2023-12-08 14:00:00,8.944293170193548
7488,92,Employee Recruitment,Sales,Launch Campaign,4,156,Jane White,Pending,2023-02-16,,1.2020715696496176
7489,745,Software Development,Marketing,Product Design,15,1350,Bob Smith,Completed,2023-06-18,2023-06-18 15:00:00,4.782178315378345
7490,75,Employee Recruitment,HR,Approve Invoice,11,1089,Alice Green,In Progress,2023-02-12,,1.6916413413690112
7491,853,Employee Recruitment,Finance,Collect Documents,16,544,Bob White,In Progress,2023-05-23,,1.6259868348832196
7492,496,Software Development,Marketing,Conduct Interviews,19,1577,Alice Green,In Progress,2023-01-02,,3.971411469400097
7493,671,Invoice Processing,Sales,Requirements Gathering,5,140,John Black,In Progress,2023-03-25,,3.6500753799825416
7494,192,Customer Onboarding,Finance,Product Design,12,1140,John White,Completed,2023-03-02,2023-03-02 12:00:00,4.359459712177319
7495,777,Employee Recruitment,Marketing,Review Documents,13,286,Bob Smith,Pending,2023-10-31,,2.037611990291494
7496,58,Invoice Processing,Finance,Screen Candidates,4,348,John Smith,Pending,2023-06-06,,4.275787104260821
7497,176,Customer Onboarding,HR,Screen Candidates,2,144,Alice White,Pending,2023-10-11,,8.763198454509695
7498,216,Employee Recruitment,IT,Review Documents,1,50,Alex Green,In Progress,2023-04-22,,4.071544242967162
7499,728,Invoice Processing,Sales,Coding,11,594,Jane Black,Pending,2023-12-06,,4.391426817598357
7500,523,Customer Onboarding,Sales,Review Documents,16,880,Bob Brown,Pending,2023-04-04,,5.922724380219218
7501,908,Software Development,Marketing,Screen Candidates,7,315,Alex Brown,In Progress,2023-05-03,,7.056716670028376
7502,385,Customer Onboarding,Finance,Testing,20,1540,Alex Doe,Completed,2023-06-26,2023-06-26 20:00:00,0.4988353653507282
7503,379,Employee Recruitment,Marketing,Testing,4,60,Charlie White,Pending,2023-03-01,,0.8078656113864713
7504,704,Customer Onboarding,HR,Initial Contact,8,80,Alice Green,Pending,2023-11-05,,3.3058245929076846
7505,98,Product Launch,Marketing,Job Posting,3,222,Alex White,In Progress,2023-04-22,,0.6369523382771591
7506,999,Software Development,HR,Product Design,6,486,Alex White,In Progress,2023-04-30,,3.837686403615529
7507,127,Invoice Processing,Finance,Screen Candidates,20,1220,Alex Smith,Pending,2023-12-25,,9.66450924276044
7508,964,Invoice Processing,Marketing,Conduct Interviews,16,448,Alice Smith,Completed,2023-07-05,2023-07-05 16:00:00,0.0386104753149374
7509,787,Software Development,Marketing,Requirements Gathering,3,282,Alice Doe,Pending,2023-12-12,,5.332440679681321
7510,396,Product Launch,Marketing,Launch Campaign,6,510,Charlie Brown,Completed,2023-06-14,2023-06-14 06:00:00,0.7687737647046755
7511,386,Product Launch,IT,Market Research,3,72,John Doe,In Progress,2023-04-12,,0.4161781265341946
7512,377,Employee Recruitment,IT,Requirements Gathering,11,1089,Alex Brown,In Progress,2023-09-11,,8.923399706766583
7513,475,Product Launch,Finance,Launch Campaign,1,25,Jane White,Pending,2023-10-24,,7.312387376024771
7514,91,Employee Recruitment,Finance,Market Research,12,360,John Doe,Completed,2023-08-01,2023-08-01 12:00:00,9.070310192272688
7515,565,Employee Recruitment,Marketing,Approve Invoice,5,475,Bob Doe,Completed,2023-02-14,2023-02-14 05:00:00,6.983866504320679
7516,780,Customer Onboarding,HR,Requirements Gathering,15,960,John Green,Pending,2023-11-17,,8.954114873992564
7517,156,Employee Recruitment,HR,Approve Invoice,12,240,Bob Green,Pending,2023-05-23,,8.439284358002654
7518,680,Invoice Processing,Finance,Launch Campaign,14,518,Charlie Doe,Completed,2023-03-15,2023-03-15 14:00:00,8.343717201851277
7519,453,Software Development,Marketing,Review Documents,10,860,Alex White,Pending,2023-05-06,,0.3931400741073176
7520,106,Employee Recruitment,Finance,Requirements Gathering,18,1674,Alex Green,In Progress,2023-12-04,,7.811000925197077
7521,124,Product Launch,HR,Market Research,18,936,John Black,In Progress,2023-04-04,,2.610066355004853
7522,326,Software Development,Finance,Market Research,3,54,John White,Pending,2023-11-03,,8.275729734456466
7523,244,Invoice Processing,Sales,Requirements Gathering,16,1248,Charlie Smith,Pending,2023-06-13,,1.3997087136952269
7524,301,Software Development,HR,Coding,1,22,Alex Doe,Completed,2023-11-29,2023-11-29 01:00:00,5.3715112597698855
7525,382,Product Launch,IT,Approve Invoice,7,287,Jane White,Pending,2023-09-16,,0.3208255160240469
7526,47,Invoice Processing,IT,Approve Invoice,17,1258,Alex Black,Completed,2023-07-08,2023-07-08 17:00:00,2.6153353823733703
7527,879,Software Development,Sales,Testing,1,39,Bob Smith,Pending,2023-10-03,,6.987707518349394
7528,825,Employee Recruitment,Sales,Launch Campaign,11,286,John White,In Progress,2023-11-12,,0.8411050760261662
7529,558,Employee Recruitment,Marketing,Verify Invoice,15,1245,John White,In Progress,2023-09-09,,2.748477251835766
7530,289,Software Development,HR,Approve Invoice,10,990,Jane Doe,Pending,2023-03-11,,0.2995440083867928
7531,756,Product Launch,IT,Testing,6,90,Charlie Green,In Progress,2023-04-19,,6.38526729012868
7532,170,Employee Recruitment,Sales,Screen Candidates,2,28,Alex White,In Progress,2023-08-24,,9.2370047667547
7533,400,Customer Onboarding,HR,Receive Invoice,15,525,John Smith,In Progress,2023-02-17,,3.758261856761596
7534,857,Product Launch,Sales,Initial Contact,18,1314,Jane White,Completed,2023-10-07,2023-10-07 18:00:00,6.100134695310794
7535,812,Customer Onboarding,HR,Collect Documents,5,350,Charlie Doe,Completed,2023-12-22,2023-12-22 05:00:00,4.822925861481746
7536,190,Software Development,Marketing,Product Design,19,741,Jane Doe,Completed,2023-02-19,2023-02-19 19:00:00,5.857964525661688
7537,550,Invoice Processing,IT,Conduct Interviews,5,480,Charlie Doe,Completed,2023-07-28,2023-07-28 05:00:00,9.43178216208636
7538,402,Invoice Processing,IT,Requirements Gathering,19,1387,Charlie Black,Completed,2023-04-22,2023-04-22 19:00:00,8.153000737775212
7539,173,Invoice Processing,Finance,Conduct Interviews,20,1980,Bob White,In Progress,2023-08-21,,8.009698006606946
7540,32,Customer Onboarding,IT,Coding,6,282,John Green,Completed,2023-12-09,2023-12-09 06:00:00,3.084630123353556
7541,674,Software Development,Sales,Launch Campaign,19,266,Alex Doe,In Progress,2023-10-02,,1.09111710725718
7542,914,Product Launch,HR,Market Research,13,806,Alice Black,In Progress,2023-12-16,,1.0171433930329932
7543,227,Invoice Processing,IT,Screen Candidates,13,1118,Bob Doe,Completed,2023-09-22,2023-09-22 13:00:00,2.740314592301579
7544,623,Invoice Processing,Sales,Testing,16,816,Alice Green,In Progress,2023-09-08,,1.284127367700787
7545,179,Invoice Processing,IT,Launch Campaign,5,375,Charlie Smith,Completed,2023-07-07,2023-07-07 05:00:00,6.110815797217924
7546,841,Employee Recruitment,Sales,Job Posting,2,98,Charlie Green,Completed,2023-04-04,2023-04-04 02:00:00,8.11836195504913
7547,72,Employee Recruitment,HR,Screen Candidates,5,90,John Black,Completed,2023-03-02,2023-03-02 05:00:00,1.2033957432024212
7548,9,Software Development,HR,Product Design,18,1170,Jane Brown,Pending,2023-11-14,,7.137675524793922
7549,704,Software Development,Marketing,Product Design,19,418,Alex Black,Completed,2023-07-12,2023-07-12 19:00:00,5.72540333727566
7550,583,Employee Recruitment,Marketing,Initial Contact,7,252,Jane Black,Completed,2023-04-30,2023-04-30 07:00:00,7.240089713372056
7551,329,Product Launch,Marketing,Receive Invoice,8,312,Bob Smith,Pending,2023-12-29,,3.085558906725785
7552,431,Employee Recruitment,HR,Job Posting,16,1152,John Black,Pending,2023-08-16,,3.698030255563168
7553,51,Product Launch,IT,Approve Invoice,9,423,Bob Black,Completed,2023-01-22,2023-01-22 09:00:00,9.604594909135376
7554,262,Software Development,Finance,Collect Documents,2,116,Alex Brown,In Progress,2023-08-17,,4.8439273007457295
7555,158,Customer Onboarding,Sales,Coding,10,300,Alex Smith,Completed,2023-06-05,2023-06-05 10:00:00,0.0842055145208764
7556,593,Employee Recruitment,IT,Requirements Gathering,16,560,Alice Green,Completed,2023-12-19,2023-12-19 16:00:00,5.423741644993239
7557,654,Software Development,Finance,Product Design,12,360,Charlie White,Pending,2023-02-11,,7.891856040292761
7558,708,Invoice Processing,Finance,Collect Documents,1,74,Alice Brown,Pending,2023-09-02,,9.876342334888449
7559,355,Invoice Processing,HR,Job Posting,6,534,Alice Green,In Progress,2023-04-30,,9.791453287248473
7560,680,Invoice Processing,HR,Receive Invoice,19,1273,Charlie Green,Pending,2023-07-13,,4.230190217297089
7561,224,Product Launch,Marketing,Testing,17,442,Alex Doe,Completed,2023-03-05,2023-03-05 17:00:00,5.847781876854997
7562,189,Invoice Processing,Sales,Testing,18,414,John Doe,Pending,2023-02-16,,7.673431701207042
7563,72,Software Development,HR,Testing,19,1501,Bob Doe,Pending,2023-03-14,,7.407740552094923
7564,643,Product Launch,IT,Verify Invoice,3,243,John Doe,Pending,2023-11-23,,5.742751728567147
7565,704,Software Development,HR,Product Design,7,455,Alice Black,In Progress,2023-05-13,,7.082451693080976
7566,651,Invoice Processing,HR,Review Documents,8,584,Jane Green,In Progress,2023-07-03,,6.741526945767637
7567,557,Software Development,Marketing,Launch Campaign,1,43,Bob Brown,In Progress,2023-04-07,,1.877665680930788
7568,133,Software Development,Marketing,Initial Contact,15,195,Alex Brown,Pending,2023-11-29,,0.6255719746733079
7569,710,Employee Recruitment,IT,Receive Invoice,14,1162,Charlie White,In Progress,2023-07-19,,7.777860656353956
7570,244,Employee Recruitment,Marketing,Initial Contact,9,729,John Doe,In Progress,2023-08-29,,1.0161747752314898
7571,714,Software Development,Finance,Market Research,7,427,Bob Smith,In Progress,2023-01-23,,9.708511849355094
7572,993,Invoice Processing,Marketing,Coding,17,272,Charlie Brown,Pending,2023-03-21,,6.346073698872386
7573,697,Software Development,Sales,Approve Invoice,15,900,Jane Smith,Pending,2023-06-11,,5.828693399309522
7574,138,Invoice Processing,Finance,Requirements Gathering,13,377,Charlie White,Pending,2023-07-03,,5.311680985693672
7575,525,Product Launch,IT,Requirements Gathering,16,1248,John Smith,In Progress,2023-02-12,,1.1261154873420398
7576,447,Customer Onboarding,IT,Approve Invoice,19,1862,Bob White,Pending,2023-03-22,,6.832053189655594
7577,848,Software Development,Finance,Product Design,3,93,Alice White,In Progress,2023-01-31,,1.0874173573377122
7578,994,Software Development,Marketing,Receive Invoice,2,150,John Green,Completed,2023-12-07,2023-12-07 02:00:00,2.683099652986628
7579,350,Invoice Processing,IT,Testing,5,475,Alice White,Completed,2023-04-04,2023-04-04 05:00:00,3.1867009581379717
7580,322,Invoice Processing,HR,Job Posting,9,387,Alice Smith,Pending,2023-04-13,,3.741648350676977
7581,812,Product Launch,HR,Receive Invoice,19,190,Charlie White,Pending,2023-12-27,,6.622309907691919
7582,276,Product Launch,Finance,Verify Invoice,18,720,Alex Black,In Progress,2023-03-05,,0.7626508265372633
7583,806,Invoice Processing,Finance,Approve Invoice,2,64,Bob Doe,In Progress,2023-06-06,,3.3403391424564166
7584,484,Invoice Processing,Finance,Screen Candidates,4,284,Alex Smith,Completed,2023-03-29,2023-03-29 04:00:00,7.648592526015028
7585,543,Customer Onboarding,Sales,Verify Invoice,4,108,Jane Brown,Pending,2023-09-10,,7.35846625707984
7586,987,Software Development,Marketing,Verify Invoice,5,355,Bob Green,Pending,2023-04-03,,9.657464438556577
7587,567,Software Development,Finance,Review Documents,17,1190,Jane Smith,Completed,2023-03-18,2023-03-18 17:00:00,4.948055935622115
7588,935,Software Development,Sales,Verify Invoice,18,1260,Jane Green,Pending,2023-11-28,,0.8168401567550887
7589,463,Employee Recruitment,Sales,Job Posting,15,1125,Alex Doe,In Progress,2023-09-09,,7.995395019866809
7590,399,Customer Onboarding,HR,Market Research,18,1512,Charlie Black,Pending,2023-06-07,,0.5295238770586197
7591,87,Product Launch,Marketing,Testing,8,744,Bob Black,Completed,2023-03-24,2023-03-24 08:00:00,0.6964541587065287
7592,136,Software Development,IT,Product Design,8,80,John Black,Pending,2023-12-05,,0.7572477312256043
7593,822,Customer Onboarding,Marketing,Launch Campaign,14,1246,John Green,Pending,2023-10-08,,3.826451249843176
7594,689,Invoice Processing,Sales,Initial Contact,4,276,Alex Green,In Progress,2023-07-08,,8.621150359054116
7595,556,Software Development,Sales,Requirements Gathering,10,460,Alice Smith,Pending,2023-03-30,,9.980955574751816
7596,821,Product Launch,Marketing,Requirements Gathering,3,84,Alice White,Completed,2023-01-02,2023-01-02 03:00:00,6.374692533520183
7597,852,Employee Recruitment,Marketing,Verify Invoice,9,108,Charlie Black,In Progress,2023-10-18,,0.7124588458313119
7598,641,Invoice Processing,Marketing,Launch Campaign,20,780,Bob Black,Completed,2023-08-27,2023-08-27 20:00:00,3.4552342435676286
7599,797,Invoice Processing,IT,Market Research,3,213,Charlie Black,Completed,2023-06-30,2023-06-30 03:00:00,5.34953284426132
7600,591,Product Launch,IT,Testing,15,630,John Black,In Progress,2023-05-08,,2.210227480977638
7601,825,Product Launch,Sales,Product Design,5,330,Bob Green,In Progress,2023-11-23,,2.6214672962360464
7602,173,Invoice Processing,Finance,Initial Contact,8,448,John Green,In Progress,2023-12-27,,2.256313828926884
7603,87,Software Development,Sales,Review Documents,11,693,Alex White,In Progress,2023-12-30,,0.2833816975748415
7604,638,Employee Recruitment,HR,Requirements Gathering,7,378,Bob Doe,Completed,2023-07-24,2023-07-24 07:00:00,8.227084523176648
7605,310,Software Development,Marketing,Approve Invoice,13,559,Charlie Black,Completed,2023-04-20,2023-04-20 13:00:00,7.37992600487129
7606,735,Customer Onboarding,Sales,Testing,14,812,Charlie Green,Pending,2023-09-21,,8.453706846595814
7607,330,Customer Onboarding,Finance,Initial Contact,6,480,Charlie Brown,Pending,2023-04-26,,8.930659911751382
7608,363,Invoice Processing,Finance,Verify Invoice,16,1520,Alice Black,Completed,2023-12-23,2023-12-23 16:00:00,5.87082645267909
7609,584,Software Development,Sales,Job Posting,8,288,John Green,Completed,2023-08-12,2023-08-12 08:00:00,2.213323558584852
7610,105,Software Development,Marketing,Product Design,19,1026,Bob Brown,In Progress,2023-02-26,,6.84876500971301
7611,83,Employee Recruitment,Sales,Review Documents,9,441,Alice Brown,In Progress,2023-09-13,,6.113649650021693
7612,922,Software Development,IT,Market Research,3,210,Bob White,Pending,2023-09-04,,2.7309128379539005
7613,97,Product Launch,IT,Receive Invoice,1,38,Alice Doe,Pending,2023-10-15,,6.540345150610122
7614,715,Product Launch,Sales,Screen Candidates,20,260,Alice Black,In Progress,2023-07-30,,9.769149152040267
7615,453,Invoice Processing,Marketing,Market Research,9,450,Bob Black,Completed,2023-01-27,2023-01-27 09:00:00,2.006973709392047
7616,507,Software Development,HR,Verify Invoice,5,475,Charlie Doe,Pending,2023-07-21,,4.495512688621037
7617,47,Product Launch,IT,Verify Invoice,15,1170,Charlie White,Completed,2023-08-16,2023-08-16 15:00:00,8.774480148721263
7618,753,Software Development,IT,Verify Invoice,14,1358,Alex Doe,Completed,2023-07-13,2023-07-13 14:00:00,6.411326999638213
7619,187,Invoice Processing,HR,Screen Candidates,12,672,Charlie Green,In Progress,2023-05-02,,1.603125024849802
7620,512,Software Development,Marketing,Requirements Gathering,2,54,Bob Smith,Pending,2023-08-28,,4.176301714181766
7621,350,Software Development,Finance,Conduct Interviews,11,968,Charlie White,In Progress,2023-02-13,,2.1486222233394594
7622,898,Customer Onboarding,Finance,Testing,17,255,John White,Completed,2023-10-04,2023-10-04 17:00:00,0.0415180359103783
7623,915,Product Launch,Marketing,Receive Invoice,13,1001,Jane Smith,In Progress,2023-08-28,,3.1896823275459085
7624,319,Software Development,Sales,Coding,9,900,Alex Doe,Completed,2023-01-09,2023-01-09 09:00:00,7.0937609833539135
7625,927,Employee Recruitment,Finance,Screen Candidates,2,176,Alex White,In Progress,2023-05-15,,0.0257626375744846
7626,265,Invoice Processing,Finance,Approve Invoice,18,1224,Bob White,Completed,2023-02-28,2023-02-28 18:00:00,4.7138897987273145
7627,744,Employee Recruitment,IT,Job Posting,11,374,Jane Brown,Completed,2023-08-31,2023-08-31 11:00:00,6.413956529505328
7628,276,Customer Onboarding,IT,Launch Campaign,9,234,Charlie Green,In Progress,2023-01-08,,8.373477161817995
7629,649,Invoice Processing,IT,Testing,9,675,Jane Doe,Pending,2023-01-03,,6.155078268748052
